file_name,bbox,image_id,race,age,emotion,gender,skintone,masked
private_test_img_1009.jpg,"[939.9615478515625, 643.9737548828125, 189.6572265625, 236.87646484375]",14,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1009.jpg,"[1276.4337158203125, 175.035400390625, 190.233642578125, 270.41766357421875]",14,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_101.jpg,"[248.07879638671875, 150.6846923828125, 600.4462890625, 828.88623046875]",15,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1010.jpg,"[652.9034423828125, 302.16864013671875, 273.46844482421875, 371.7987060546875]",16,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1010.jpg,"[1292.48486328125, 369.95599365234375, 278.8863525390625, 398.3390197753906]",16,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1011.jpg,"[879.01611328125, 433.2256164550781, 214.516845703125, 312.73138427734375]",17,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1011.jpg,"[330.40643310546875, 383.63262939453125, 220.43338012695312, 315.16650390625]",17,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1012.jpg,"[1373.1708984375, 252.31976318359375, 263.158935546875, 375.09820556640625]",18,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1012.jpg,"[733.8544921875, 171.583740234375, 266.2801513671875, 360.42169189453125]",18,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1013.jpg,"[858.5299072265625, 539.5784301757812, 214.29595947265625, 287.5087890625]",19,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1013.jpg,"[1355.01513671875, 365.8970947265625, 231.3167724609375, 316.7337341308594]",19,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1014.jpg,"[1546.734619140625, 871.0927734375, 193.351318359375, 251.1246337890625]",20,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1014.jpg,"[1264.01953125, 390.03759765625, 150.38818359375, 194.74203491210938]",20,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1014.jpg,"[372.720703125, 814.542724609375, 184.824951171875, 248.12347412109375]",20,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1014.jpg,"[734.02880859375, 288.90008544921875, 152.95416259765625, 200.37399291992188]",20,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1014.jpg,"[1092.0478515625, 966.163330078125, 165.2679443359375, 218.04351806640625]",20,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1015.jpg,"[579.8855590820312, 409.7939147949219, 338.4549560546875, 449.12701416015625]",21,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1015.jpg,"[1323.157958984375, 140.9876708984375, 352.3497314453125, 484.22845458984375]",21,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1016.jpg,"[855.30712890625, 1297.248779296875, 81.2659912109375, 87.7193603515625]",22,Mongoloid,20-30s,Neutral,Female,mid-light,masked
private_test_img_1017.jpg,"[471.96051025390625, 526.1986083984375, 471.6214294433594, 661.4688720703125]",23,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1017.jpg,"[1028.708984375, 466.8916015625, 627.548095703125, 531.7725830078125]",23,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1018.jpg,"[1137.20947265625, 213.4632568359375, 315.3997802734375, 430.63031005859375]",24,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1018.jpg,"[161.17141723632812, 20.496658325195312, 339.264892578125, 478.3980407714844]",24,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1019.jpg,"[1317.796142578125, 246.33349609375, 362.3023681640625, 493.2479248046875]",25,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1019.jpg,"[557.5188598632812, 532.0382080078125, 335.865478515625, 448.178955078125]",25,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_102.jpg,"[147.59521484375, 164.84329223632812, 600.8502807617188, 848.7120971679688]",26,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1020.jpg,"[1257.566650390625, 209.61572265625, 305.2650146484375, 472.01202392578125]",27,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1020.jpg,"[188.3131103515625, 36.416259765625, 377.79541015625, 540.249267578125]",27,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1021.jpg,"[1264.6708984375, 168.8961639404297, 404.510986328125, 494.6776428222656]",28,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1021.jpg,"[172.510498046875, 0.0, 486.11322021484375, 513.8174438476562]",28,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1022.jpg,"[874.7470703125, 1123.70263671875, 63.8023681640625, 85.9193115234375]",29,Caucasian,20-30s,Happiness,Female,mid-dark,unmasked
private_test_img_1022.jpg,"[435.95294189453125, 959.237060546875, 72.99557495117188, 74.89007568359375]",29,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1023.jpg,"[652.7232666015625, 969.8548583984375, 86.58416748046875, 104.2459716796875]",30,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
private_test_img_1024.jpg,"[513.53271484375, 658.5299072265625, 206.6905517578125, 285.93450927734375]",31,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1024.jpg,"[870.7872314453125, 452.2762451171875, 162.551513671875, 242.6329345703125]",31,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1024.jpg,"[1375.6829833984375, 461.4209899902344, 171.357421875, 260.40753173828125]",31,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1025.jpg,"[1262.52978515625, 539.16748046875, 155.3895263671875, 192.39581298828125]",32,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1025.jpg,"[931.6839599609375, 845.4376220703125, 131.46588134765625, 178.1715087890625]",32,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1026.jpg,"[94.99688720703125, 335.61627197265625, 432.5953369140625, 564.5418701171875]",33,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
private_test_img_1026.jpg,"[504.1175537109375, 433.68603515625, 432.9739685058594, 508.5215759277344]",33,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1027.jpg,"[957.638671875, 318.62799072265625, 482.51116943359375, 561.27197265625]",34,Mongoloid,40-50s,Happiness,Female,mid-light,unmasked
private_test_img_1027.jpg,"[499.4896240234375, 381.61029052734375, 474.5503234863281, 619.07470703125]",34,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1029.jpg,"[1376.9185791015625, 0.0, 490.620849609375, 659.0860595703125]",36,Mongoloid,40-50s,Happiness,Female,light,unmasked
private_test_img_1029.jpg,"[824.3289794921875, 479.63031005859375, 398.8271484375, 480.8221740722656]",36,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_103.jpg,"[149.0345458984375, 162.68304443359375, 614.8585205078125, 831.96337890625]",37,Caucasian,40-50s,Happiness,Female,light,unmasked
private_test_img_1030.jpg,"[527.0602416992188, 335.94329833984375, 244.2698974609375, 300.3883972167969]",38,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1030.jpg,"[645.154052734375, 1025.488525390625, 172.45416259765625, 249.566650390625]",38,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1031.jpg,"[963.9698486328125, 1031.923095703125, 202.64776611328125, 329.7550048828125]",39,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1031.jpg,"[664.0845947265625, 1043.3980712890625, 289.95782470703125, 398.39208984375]",39,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1032.jpg,"[204.14939880371094, 687.802978515625, 159.96170043945312, 192.100830078125]",40,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1033.jpg,"[514.1666259765625, 231.9951629638672, 159.11053466796875, 201.88662719726562]",41,Mongoloid,20-30s,Neutral,Female,mid-light,masked
private_test_img_1033.jpg,"[1286.1463623046875, 379.1076354980469, 129.562744140625, 291.35894775390625]",41,Caucasian,20-30s,Neutral,Male,light,masked
private_test_img_1035.jpg,"[1232.841796875, 563.6094360351562, 270.8172607421875, 292.7958984375]",43,Caucasian,20-30s,Disgust,Female,mid-light,unmasked
private_test_img_1035.jpg,"[686.6988525390625, 515.5821533203125, 263.97442626953125, 350.22027587890625]",43,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1036.jpg,"[322.61285400390625, 770.1436767578125, 222.38214111328125, 284.7633056640625]",44,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1036.jpg,"[771.6537475585938, 872.0126953125, 212.1717529296875, 251.9344482421875]",44,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1036.jpg,"[1076.485595703125, 688.0191040039062, 248.501220703125, 298.3453369140625]",44,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1037.jpg,"[245.73655700683594, 578.675048828125, 246.23147583007812, 320.43316650390625]",45,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1037.jpg,"[935.2047119140625, 441.9170837402344, 347.503662109375, 402.15826416015625]",45,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1037.jpg,"[537.1962890625, 700.0037841796875, 228.88970947265625, 300.1234130859375]",45,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1038.jpg,"[450.98687744140625, 65.87249755859375, 419.9864501953125, 586.5289306640625]",46,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1038.jpg,"[724.5765380859375, 793.1785888671875, 330.3614501953125, 452.5126953125]",46,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1039.jpg,"[494.03466796875, 542.97802734375, 214.106201171875, 276.94635009765625]",47,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1039.jpg,"[592.0389404296875, 296.984619140625, 263.86260986328125, 216.38131713867188]",47,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1039.jpg,"[1231.5606689453125, 338.87744140625, 238.083740234375, 346.9957275390625]",47,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1039.jpg,"[1230.99609375, 342.3973388671875, 337.7464599609375, 342.2124938964844]",47,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_104.jpg,"[296.80938720703125, 199.49884033203125, 569.1693115234375, 786.0140380859375]",48,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1040.jpg,"[577.9388427734375, 391.97119140625, 344.08642578125, 512.67626953125]",49,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
private_test_img_1040.jpg,"[1297.927734375, 219.31494140625, 280.7938232421875, 406.03570556640625]",49,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1041.jpg,"[635.3167724609375, 203.58644104003906, 380.5284423828125, 489.9134216308594]",50,Mongoloid,40-50s,Neutral,Female,mid-dark,masked
private_test_img_1041.jpg,"[1239.936767578125, 441.315673828125, 264.9324951171875, 439.8457336425781]",50,Caucasian,20-30s,Neutral,Male,light,masked
private_test_img_1042.jpg,"[904.597900390625, 428.23193359375, 200.34527587890625, 229.40371704101562]",51,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1042.jpg,"[318.99273681640625, 314.50909423828125, 194.12362670898438, 252.95355224609375]",51,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1043.jpg,"[1405.738037109375, 427.41326904296875, 407.7274169921875, 485.8956298828125]",52,Mongoloid,Baby,Neutral,Female,mid-light,unmasked
private_test_img_1043.jpg,"[732.6107177734375, 240.53619384765625, 426.71795654296875, 495.77618408203125]",52,Caucasian,40-50s,Neutral,Male,light,unmasked
private_test_img_1044.jpg,"[1489.93505859375, 354.97650146484375, 347.7325439453125, 436.8602600097656]",53,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1044.jpg,"[319.07635498046875, 187.1060791015625, 363.6763610839844, 521.6463623046875]",53,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1045.jpg,"[328.1903076171875, 395.60992431640625, 100.60263061523438, 120.28866577148438]",54,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1045.jpg,"[1511.6031494140625, 264.3691101074219, 94.686767578125, 133.70733642578125]",54,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1046.jpg,"[1293.244384765625, 325.47271728515625, 214.9876708984375, 281.7541198730469]",55,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1046.jpg,"[525.8541259765625, 225.38177490234375, 243.83831787109375, 330.09820556640625]",55,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1047.jpg,"[299.78228759765625, 269.76922607421875, 338.00030517578125, 444.4934997558594]",56,Mongoloid,Kid,Neutral,Female,light,unmasked
private_test_img_1048.jpg,"[292.04376220703125, 261.4005126953125, 336.3155517578125, 459.9591064453125]",57,Caucasian,Kid,Neutral,Female,mid-light,unmasked
private_test_img_1049.jpg,"[932.6829833984375, 633.9609375, 187.59039306640625, 221.03375244140625]",58,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_105.jpg,"[182.63848876953125, 149.79315185546875, 555.9527587890625, 796.5517578125]",59,Mongoloid,40-50s,Happiness,Female,mid-light,unmasked
private_test_img_1050.jpg,"[1113.67724609375, 749.6224365234375, 95.6790771484375, 114.40679931640625]",60,Mongoloid,40-50s,Neutral,Female,mid-light,unmasked
private_test_img_1051.jpg,"[1327.9976806640625, 355.8077392578125, 212.8037109375, 265.2923583984375]",61,Mongoloid,40-50s,Sadness,Female,light,unmasked
private_test_img_1051.jpg,"[758.0047607421875, 254.46630859375, 238.712890625, 266.1279296875]",61,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1052.jpg,"[868.4307861328125, 246.43157958984375, 110.69757080078125, 135.34336853027344]",62,Mongoloid,40-50s,Happiness,Female,mid-light,unmasked
private_test_img_1053.jpg,"[564.286865234375, 399.3848876953125, 69.6929931640625, 88.19454956054688]",63,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
private_test_img_1054.jpg,"[280.9959716796875, 1069.990966796875, 146.71133422851562, 163.4344482421875]",64,Caucasian,Kid,Neutral,Female,light,unmasked
private_test_img_1055.jpg,"[634.2391967773438, 1172.5572509765625, 157.8662109375, 203.32568359375]",65,Mongoloid,20-30s,Neutral,Female,mid-dark,masked
private_test_img_1055.jpg,"[391.15924072265625, 1255.93798828125, 142.82501220703125, 170.541015625]",65,Caucasian,20-30s,Neutral,Male,light,masked
private_test_img_1056.jpg,"[850.6912231445312, 639.81591796875, 123.611083984375, 136.41644287109375]",66,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1057.jpg,"[823.1033935546875, 317.6937255859375, 239.56256103515625, 307.9476318359375]",67,Mongoloid,20-30s,Neutral,Female,light,masked
private_test_img_1057.jpg,"[399.73211669921875, 347.7698974609375, 225.82296752929688, 283.1600341796875]",67,Caucasian,20-30s,Neutral,Male,light,masked
private_test_img_1058.jpg,"[575.196044921875, 61.687774658203125, 241.20733642578125, 342.8313903808594]",68,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1058.jpg,"[735.3796997070312, 463.45416259765625, 218.189453125, 279.2121276855469]",68,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1059.jpg,"[374.8939208984375, 214.91107177734375, 183.97128295898438, 237.85955810546875]",69,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1059.jpg,"[976.94873046875, 393.6568603515625, 120.91064453125, 174.77676391601562]",69,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_106.jpg,"[129.125, 179.75668334960938, 573.1664428710938, 775.5158081054688]",70,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1061.jpg,"[257.21807861328125, 617.4879150390625, 273.218994140625, 333.76348876953125]",72,Caucasian,40-50s,Sadness,Female,light,unmasked
private_test_img_1061.jpg,"[925.2889404296875, 562.8651123046875, 247.89013671875, 329.87554931640625]",72,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1062.jpg,"[619.033203125, 156.6639404296875, 214.04571533203125, 301.1138916015625]",73,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1062.jpg,"[893.530029296875, 496.74786376953125, 185.57391357421875, 234.068115234375]",73,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1063.jpg,"[1035.5859375, 245.41729736328125, 234.2615966796875, 356.4920654296875]",74,Caucasian,40-50s,Neutral,Female,mid-light,unmasked
private_test_img_1063.jpg,"[816.0001220703125, 410.3592224121094, 257.88385009765625, 351.14190673828125]",74,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1064.jpg,"[86.654052734375, 472.4255065917969, 748.902099609375, 860.5745239257812]",75,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1065.jpg,"[358.9049987792969, 715.1328125, 350.72100830078125, 489.735595703125]",76,Mongoloid,20-30s,Happiness,Female,mid-dark,unmasked
private_test_img_1066.jpg,"[460.0189208984375, 547.080322265625, 260.3843994140625, 371.584716796875]",77,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1066.jpg,"[861.9287109375, 386.5599060058594, 271.21844482421875, 421.38677978515625]",77,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1067.jpg,"[476.4400329589844, 535.0125732421875, 200.27178955078125, 263.22137451171875]",78,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1067.jpg,"[781.193359375, 487.86322021484375, 148.99176025390625, 237.94076538085938]",78,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1068.jpg,"[1130.14697265625, 360.6317138671875, 155.40185546875, 166.39276123046875]",79,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1069.jpg,"[249.2293701171875, 612.0484619140625, 367.5538330078125, 419.851318359375]",80,Caucasian,Senior,Neutral,Female,mid-dark,unmasked
private_test_img_1069.jpg,"[743.89208984375, 420.40423583984375, 338.2486572265625, 475.637451171875]",80,Caucasian,40-50s,Neutral,Male,light,unmasked
private_test_img_107.jpg,"[270.06268310546875, 206.62774658203125, 552.318359375, 754.2001953125]",81,Caucasian,40-50s,Happiness,Female,light,unmasked
private_test_img_1070.jpg,"[750.90673828125, 286.59332275390625, 205.52978515625, 266.7816467285156]",82,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1071.jpg,"[536.397705078125, 338.2513427734375, 216.50201416015625, 259.6297912597656]",83,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1072.jpg,"[363.31573486328125, 506.2041015625, 518.504638671875, 572.8056640625]",84,Caucasian,Kid,Happiness,Female,mid-light,unmasked
private_test_img_1073.jpg,"[648.7366943359375, 434.68017578125, 291.56268310546875, 370.9310302734375]",85,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
private_test_img_1073.jpg,"[984.0618896484375, 297.462158203125, 237.36871337890625, 356.6412658691406]",85,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1074.jpg,"[719.1224975585938, 633.9360961914062, 221.3876953125, 272.5509033203125]",86,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
private_test_img_1074.jpg,"[245.79608154296875, 702.971923828125, 198.82765197753906, 256.64459228515625]",86,Negroid,20-30s,Neutral,Male,light,unmasked
private_test_img_1075.jpg,"[586.2669677734375, 501.472412109375, 466.234619140625, 554.087158203125]",87,Mongoloid,40-50s,Happiness,Female,mid-light,unmasked
private_test_img_1075.jpg,"[1249.1826171875, 592.4381103515625, 473.009765625, 557.16552734375]",87,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1076.jpg,"[338.48797607421875, 280.77392578125, 418.2268981933594, 558.86181640625]",88,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1076.jpg,"[1106.7576904296875, 78.114013671875, 436.8671875, 594.7858276367188]",88,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1076.jpg,"[791.5533447265625, 449.4638977050781, 343.4241943359375, 436.81756591796875]",88,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1077.jpg,"[591.2440185546875, 411.91326904296875, 217.66461181640625, 251.30538940429688]",89,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1077.jpg,"[1112.1083984375, 306.264892578125, 224.7418212890625, 266.8333740234375]",89,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1077.jpg,"[796.2958984375, 614.08544921875, 138.8447265625, 200.27105712890625]",89,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1078.jpg,"[1025.433837890625, 286.478515625, 211.4742431640625, 265.4323425292969]",90,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1078.jpg,"[1479.9300537109375, 153.47805786132812, 276.8486328125, 331.0799560546875]",90,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1079.jpg,"[939.3531494140625, 337.4769287109375, 188.98828125, 211.48291015625]",91,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1079.jpg,"[629.9769287109375, 416.20892333984375, 152.1402587890625, 181.43292236328125]",91,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1079.jpg,"[511.583251953125, 505.2344970703125, 145.63504028320312, 191.54989624023438]",91,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_108.jpg,"[119.70684814453125, 124.94583129882812, 619.4435424804688, 850.3798217773438]",92,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1080.jpg,"[1009.5560302734375, 203.4766387939453, 177.238037109375, 196.02755737304688]",93,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1080.jpg,"[629.98486328125, 278.1120300292969, 155.937744140625, 159.02911376953125]",93,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1080.jpg,"[507.35772705078125, 389.36419677734375, 126.96389770507812, 150.8558349609375]",93,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1081.jpg,"[430.5869140625, 412.053466796875, 193.3427734375, 266.1032409667969]",94,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1081.jpg,"[921.962158203125, 316.765380859375, 168.99224853515625, 232.9761962890625]",94,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1082.jpg,"[783.423828125, 666.7282104492188, 228.64453125, 278.0849609375]",95,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1083.jpg,"[232.99905395507812, 374.2704772949219, 670.0929565429688, 790.7737426757812]",96,Mongoloid,Teenager,Neutral,Female,light,unmasked
private_test_img_1084.jpg,"[950.2662353515625, 178.12574768066406, 127.41754150390625, 183.15634155273438]",97,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1084.jpg,"[601.2362670898438, 228.70237731933594, 119.99072265625, 168.33572387695312]",97,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1085.jpg,"[470.5810241699219, 205.69342041015625, 110.83917236328125, 155.7508087158203]",98,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1085.jpg,"[812.4496459960938, 191.0283660888672, 128.680419921875, 161.18240356445312]",98,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1086.jpg,"[908.3485107421875, 540.1004638671875, 102.67218017578125, 135.57330322265625]",99,Caucasian,20-30s,Neutral,Female,light,unmasked
private_test_img_1086.jpg,"[1509.5347900390625, 92.57269287109375, 134.69091796875, 160.43338012695312]",99,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1087.jpg,"[776.92333984375, 694.4166870117188, 85.89825439453125, 126.03515625]",100,Mongoloid,20-30s,Happiness,Female,light,unmasked
private_test_img_1088.jpg,"[1283.002685546875, 644.7086181640625, 96.275634765625, 133.0745849609375]",101,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
private_test_img_1088.jpg,"[840.3302001953125, 81.13764953613281, 167.25885009765625, 161.96719360351562]",101,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_1089.jpg,"[802.0509033203125, 256.71484375, 315.09588623046875, 435.5746154785156]",102,Mongoloid,20-30s,Neutral,Female,light,unmasked
private_test_img_1089.jpg,"[1573.01513671875, 397.0599365234375, 275.5965576171875, 371.3983459472656]",102,Caucasian,20-30s,Neutral,Male,light,unmasked
private_test_img_109.jpg,"[218.5921630859375, 156.16775512695312, 580.9649658203125, 796.0525512695312]",103,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1090.jpg,"[700.0293579101562, 172.19479370117188, 138.988525390625, 193.8287811279297]",104,Caucasian,20-30s,Happiness,Female,light,unmasked
private_test_img_1090.jpg,"[1098.4306640625, 216.33682250976562, 149.32470703125, 174.933349609375]",104,Caucasian,20-30s,Happiness,Male,light,unmasked
private_test_img_1091.jpg,"[1085.5169677734375, 233.091064453125, 202.6845703125, 276.74981689453125]",105,Caucasian,20-30s,Happiness,Female,light,unmasked
